claw length cm,endangered,size cm,specie,sub specie,tail length cm,weight kg
6.226,least concern,62.544,two toed,Hoffman’s two toed sloth,2.548,6.341
6.335,least concern,61.057,two toed,Hoffman’s two toed sloth,0.688,5.06
4.388,least concern,62.101,two toed,Hoffman’s two toed sloth,2.219,4.938
5.992,least concern,62.518,two toed,Hoffman’s two toed sloth,3.95,5.162
4.763,least concern,64.098,two toed,Hoffman’s two toed sloth,1.88,4.11
7.017,least concern,61.558,two toed,Hoffman’s two toed sloth,2.635,5.027
4.5,least concern,64.44,two toed,Hoffman’s two toed sloth,2.16,5.52
4.564,least concern,60.359,two toed,Hoffman’s two toed sloth,2.122,7.342
6.309,least concern,62.619,two toed,Hoffman’s two toed sloth,2.08,8.055
5.883,least concern,63.735,two toed,Hoffman’s two toed sloth,2.791,4.364
5.921,least concern,63.779,two toed,Hoffman’s two toed sloth,3.19,5.154
6.064,least concern,62.982,two toed,Hoffman’s two toed sloth,0.351,6.034
7.653,least concern,63.066,two toed,Hoffman’s two toed sloth,1.982,4.151
5.156,least concern,64.562,two toed,Hoffman’s two toed sloth,2.037,5.149
5.665,least concern,62.699,two toed,Hoffman’s two toed sloth,1.761,5.666
5.945,least concern,64.659,two toed,Hoffman’s two toed sloth,2.818,6.858
6.556,least concern,64.632,two toed,Hoffman’s two toed sloth,0.845,3.328
5.985,least concern,64.365,two toed,Hoffman’s two toed sloth,1.45,6.26
4.243,least concern,63.743,two toed,Hoffman’s two toed sloth,1.341,5.873
6.656,least concern,62.304,two toed,Hoffman’s two toed sloth,2.92,7.601
6.683,least concern,62.715,two toed,Hoffman’s two toed sloth,2.822,7.77
7.182,least concern,62.485,two toed,Hoffman’s two toed sloth,3.195,5.182
4.934,least concern,60.799,two toed,Hoffman’s two toed sloth,2.876,3.419
4.737,least concern,64.086,two toed,Hoffman’s two toed sloth,2.043,6.433
4.62,least concern,64.427,two toed,Hoffman’s two toed sloth,4.298,5.139
5.272,least concern,64.028,two toed,Hoffman’s two toed sloth,2.787,4.744
6.584,least concern,64.852,two toed,Hoffman’s two toed sloth,0.707,5.896
6.791,least concern,63.455,two toed,Hoffman’s two toed sloth,2.535,6.254
4.883,least concern,64.45,two toed,Hoffman’s two toed sloth,1.348,6.925
5.808,least concern,63.028,two toed,Hoffman’s two toed sloth,0.814,7.557
5.368,least concern,62.638,two toed,Hoffman’s two toed sloth,2.976,6.634
7.391,least concern,62.167,two toed,Hoffman’s two toed sloth,3.673,4.425
8.125,least concern,64.182,two toed,Hoffman’s two toed sloth,1.055,6.546
5.538,least concern,64.005,two toed,Hoffman’s two toed sloth,1.523,5.833
7.262,least concern,62.939,two toed,Hoffman’s two toed sloth,3.405,7.042
5.009,least concern,61.467,two toed,Hoffman’s two toed sloth,3.58,5.383
6.757,least concern,63.51,two toed,Hoffman’s two toed sloth,2.171,4.688
5.033,least concern,62.162,two toed,Hoffman’s two toed sloth,3.677,6.352
4.127,least concern,62.84,two toed,Hoffman’s two toed sloth,2.333,5.937
5.695,least concern,62.58,two toed,Hoffman’s two toed sloth,2.319,5.35
4.563,least concern,61.703,two toed,Hoffman’s two toed sloth,0.285,4.692
6.216,least concern,63.551,two toed,Hoffman’s two toed sloth,1.746,4.268
3.584,least concern,63.683,two toed,Hoffman’s two toed sloth,1.791,6.43
7.819,least concern,61.981,two toed,Hoffman’s two toed sloth,2.812,6.763
5.947,least concern,62.864,two toed,Hoffman’s two toed sloth,1.929,4.778
4.778,least concern,62.17,two toed,Hoffman’s two toed sloth,2.191,5.764
5.448,least concern,63.108,two toed,Hoffman’s two toed sloth,2.78,5.571
4.906,least concern,63.532,two toed,Hoffman’s two toed sloth,2.291,6.067
5.374,least concern,63.172,two toed,Hoffman’s two toed sloth,1.587,5.522
4.583,least concern,63.408,two toed,Hoffman’s two toed sloth,1.874,5.84
6.086,least concern,62.29,two toed,Hoffman’s two toed sloth,0.845,6.253
7.358,least concern,63.278,two toed,Hoffman’s two toed sloth,0.866,5.657
7.15,least concern,63.771,two toed,Hoffman’s two toed sloth,3.799,4.002
6.049,least concern,62.544,two toed,Hoffman’s two toed sloth,2.422,6.486
5.977,least concern,64.621,two toed,Hoffman’s two toed sloth,3.1,5.336
6.617,least concern,63.706,two toed,Hoffman’s two toed sloth,0.986,4.503
4.509,least concern,63.649,two toed,Hoffman’s two toed sloth,2.219,4.443
5.731,least concern,61.991,two toed,Hoffman’s two toed sloth,1.876,5.819
6.21,least concern,65.373,two toed,Hoffman’s two toed sloth,3.368,4.078
4.31,least concern,62.265,two toed,Hoffman’s two toed sloth,0.773,5.087
5.284,least concern,61.963,two toed,Hoffman’s two toed sloth,2.247,3.44
6.059,least concern,61.61,two toed,Hoffman’s two toed sloth,1.648,4.962
5.111,least concern,63.774,two toed,Hoffman’s two toed sloth,1.672,4.869
5.442,least concern,62.981,two toed,Hoffman’s two toed sloth,1.075,6.62
6.201,least concern,62.691,two toed,Hoffman’s two toed sloth,3.092,5.234
5.026,least concern,63.018,two toed,Hoffman’s two toed sloth,2.4,6.853
4.641,least concern,61.017,two toed,Hoffman’s two toed sloth,2.627,4.61
6.49,least concern,63.078,two toed,Hoffman’s two toed sloth,4.195,5.188
6.826,least concern,65.951,two toed,Hoffman’s two toed sloth,2.058,6.19
6.567,least concern,61.307,two toed,Hoffman’s two toed sloth,1.781,5.133
8.032,least concern,63.374,two toed,Hoffman’s two toed sloth,3.32,6.695
5.654,least concern,61.797,two toed,Hoffman’s two toed sloth,2.41,5.673
5.125,least concern,63.846,two toed,Hoffman’s two toed sloth,1.379,4.163
7.865,least concern,61.811,two toed,Hoffman’s two toed sloth,2.613,6.64
4.786,least concern,64.074,two toed,Hoffman’s two toed sloth,1.766,5.973
6.29,least concern,61.477,two toed,Hoffman’s two toed sloth,3.489,7.626
4.762,least concern,60.855,two toed,Hoffman’s two toed sloth,0.847,6.059
6.251,least concern,63.219,two toed,Hoffman’s two toed sloth,3.077,4.218
6.336,least concern,62.831,two toed,Hoffman’s two toed sloth,3.866,6.672
5.2,least concern,61.019,two toed,Hoffman’s two toed sloth,1.465,5.989
6.226,least concern,63.846,two toed,Hoffman’s two toed sloth,1.972,6.39
7.449,least concern,63.35,two toed,Hoffman’s two toed sloth,2.571,5.518
6.182,least concern,62.798,two toed,Hoffman’s two toed sloth,1.176,5.467
5.902,least concern,63.414,two toed,Hoffman’s two toed sloth,2.072,7.072
5.545,least concern,63.966,two toed,Hoffman’s two toed sloth,1.634,3.665
5.945,least concern,61.531,two toed,Hoffman’s two toed sloth,1.156,5.732
5.109,least concern,62.526,two toed,Hoffman’s two toed sloth,3.791,6.149
3.631,least concern,63.93,two toed,Hoffman’s two toed sloth,1.46,5.023
5.604,least concern,64.233,two toed,Hoffman’s two toed sloth,2.687,5.723
5.775,least concern,62.621,two toed,Hoffman’s two toed sloth,2.486,5.967
5.855,least concern,62.834,two toed,Hoffman’s two toed sloth,2.434,6.675
5.549,least concern,64.537,two toed,Hoffman’s two toed sloth,1.249,4.867
6.654,least concern,62.862,two toed,Hoffman’s two toed sloth,0.292,5.831
6.987,least concern,63.825,two toed,Hoffman’s two toed sloth,3.989,6.099
6.383,least concern,63.803,two toed,Hoffman’s two toed sloth,1.595,4.946
4.892,least concern,61.612,two toed,Hoffman’s two toed sloth,1.364,4.61
6.328,least concern,61.87,two toed,Hoffman’s two toed sloth,1.759,5.366
5.228,least concern,60.214,two toed,Hoffman’s two toed sloth,2.113,4.945
7.161,least concern,63.107,two toed,Hoffman’s two toed sloth,0.94,4.443
6.474,least concern,64.658,two toed,Hoffman’s two toed sloth,1.382,5.697
6.309,least concern,63.419,two toed,Hoffman’s two toed sloth,2.285,4.669
6.443,least concern,67.091,two toed,Hoffman’s two toed sloth,1.456,4.84
5.904,least concern,63.138,two toed,Hoffman’s two toed sloth,1.518,6.478
9.295,least concern,62.168,two toed,Hoffman’s two toed sloth,3.46,5.697
5.956,least concern,63.768,two toed,Hoffman’s two toed sloth,1.935,6.04
6.982,least concern,62.186,two toed,Hoffman’s two toed sloth,1.963,5.9
4.277,least concern,62.308,two toed,Hoffman’s two toed sloth,2.297,6.781
8.227,least concern,62.92,two toed,Hoffman’s two toed sloth,1.822,5.68
7.747,least concern,63.096,two toed,Hoffman’s two toed sloth,3.893,5.121
5.866,least concern,62.649,two toed,Hoffman’s two toed sloth,2.257,6.019
6.128,least concern,63.07,two toed,Hoffman’s two toed sloth,2.34,4.905
5.026,least concern,62.564,two toed,Hoffman’s two toed sloth,1.127,6.008
5.727,least concern,62.902,two toed,Hoffman’s two toed sloth,1.604,4.201
6.406,least concern,61.467,two toed,Hoffman’s two toed sloth,3.097,4.128
4.34,least concern,62.273,two toed,Hoffman’s two toed sloth,2.879,5.271
6.656,least concern,62.056,two toed,Hoffman’s two toed sloth,0.918,6.538
6.196,least concern,63.047,two toed,Hoffman’s two toed sloth,2.748,5.229
4.265,least concern,62.962,two toed,Hoffman’s two toed sloth,1.756,6.528
4.869,least concern,62.141,two toed,Hoffman’s two toed sloth,2.989,4.611
5.511,least concern,61.707,two toed,Hoffman’s two toed sloth,2.545,4.741
5.949,least concern,62.921,two toed,Hoffman’s two toed sloth,2.943,5.049
5.291,least concern,64.08,two toed,Hoffman’s two toed sloth,0.587,6.248
5.89,least concern,61.366,two toed,Hoffman’s two toed sloth,3.208,5.355
6.189,least concern,62.347,two toed,Hoffman’s two toed sloth,2.817,6.801
7.395,least concern,63.68,two toed,Hoffman’s two toed sloth,3.063,4.292
4.164,least concern,62.864,two toed,Hoffman’s two toed sloth,2.857,5.692
5.722,least concern,62.752,two toed,Hoffman’s two toed sloth,2.582,6.308
6.578,least concern,61.163,two toed,Hoffman’s two toed sloth,1.848,7.045
5.373,least concern,62.81,two toed,Hoffman’s two toed sloth,3.004,3.993
4.889,least concern,62.391,two toed,Hoffman’s two toed sloth,1.534,7.133
4.967,least concern,61.486,two toed,Hoffman’s two toed sloth,3.396,5.189
5.049,least concern,62.393,two toed,Hoffman’s two toed sloth,2.498,7.256
5.663,least concern,62.524,two toed,Hoffman’s two toed sloth,2.052,6.542
6.092,least concern,61.454,two toed,Hoffman’s two toed sloth,4.08,5.27
6.475,least concern,61.236,two toed,Hoffman’s two toed sloth,2.516,4.909
5.369,least concern,64.73,two toed,Hoffman’s two toed sloth,2.538,4.624
5.175,least concern,62.302,two toed,Hoffman’s two toed sloth,1.101,7.45
6.647,least concern,64.251,two toed,Hoffman’s two toed sloth,2.265,6.716
6.228,least concern,62.818,two toed,Hoffman’s two toed sloth,2.533,6.163
7.117,least concern,63.343,two toed,Hoffman’s two toed sloth,1.809,6.48
7.129,least concern,63.337,two toed,Hoffman’s two toed sloth,0.954,5.131
6.916,least concern,62.989,two toed,Hoffman’s two toed sloth,1.598,5.443
4.49,least concern,63.496,two toed,Hoffman’s two toed sloth,1.595,6.244
4.724,least concern,61.551,two toed,Hoffman’s two toed sloth,0.471,6.192
6.884,least concern,61.671,two toed,Hoffman’s two toed sloth,3.5,5.244
6.164,least concern,62.707,two toed,Hoffman’s two toed sloth,3.457,5.755
5.722,least concern,62.437,two toed,Hoffman’s two toed sloth,3.224,5.305
5.998,least concern,61.279,two toed,Hoffman’s two toed sloth,2.51,7.972
4.766,least concern,63.946,two toed,Hoffman’s two toed sloth,2.839,6.312
5.133,least concern,63.888,two toed,Hoffman’s two toed sloth,3.482,5.115
6.01,least concern,64.418,two toed,Hoffman’s two toed sloth,1.869,4.58
5.742,least concern,61.383,two toed,Hoffman’s two toed sloth,2.479,6.328
6.299,least concern,63.032,two toed,Hoffman’s two toed sloth,1.986,4.537
6.061,least concern,61.66,two toed,Hoffman’s two toed sloth,0.758,5.904
7.714,least concern,64.154,two toed,Hoffman’s two toed sloth,2.06,5.991
6.342,least concern,61.953,two toed,Hoffman’s two toed sloth,3.264,5.085
5.304,least concern,62.596,two toed,Hoffman’s two toed sloth,2.573,5.444
5.965,least concern,63.824,two toed,Hoffman’s two toed sloth,3.528,5.023
5.779,least concern,62.072,two toed,Hoffman’s two toed sloth,0.7,4.413
4.357,least concern,62.47,two toed,Hoffman’s two toed sloth,2.122,4.173
4.922,least concern,61.917,two toed,Hoffman’s two toed sloth,1.2,5.955
6.766,least concern,61.533,two toed,Hoffman’s two toed sloth,2.616,4.795
6.476,least concern,61.442,two toed,Hoffman’s two toed sloth,2.391,4.356
5.384,least concern,63.914,two toed,Hoffman’s two toed sloth,3.286,6.366
6.114,least concern,63.279,two toed,Hoffman’s two toed sloth,3.694,7.77
5.152,least concern,63.53,two toed,Hoffman’s two toed sloth,2.936,4.307
5.813,least concern,61.843,two toed,Hoffman’s two toed sloth,2.76,5.747
4.671,least concern,63.913,two toed,Hoffman’s two toed sloth,1.394,5.846
6.68,least concern,63.895,two toed,Hoffman’s two toed sloth,0.647,5.48
4.338,least concern,63.28,two toed,Hoffman’s two toed sloth,2.156,5.603
6.008,least concern,61.457,two toed,Hoffman’s two toed sloth,4.497,5.14
6.759,least concern,62.164,two toed,Hoffman’s two toed sloth,2.679,5.06
6.414,least concern,64.043,two toed,Hoffman’s two toed sloth,3.979,7.378
4.664,least concern,62.159,two toed,Hoffman’s two toed sloth,2.581,6.523
6.873,least concern,61.607,two toed,Hoffman’s two toed sloth,3.913,5.402
5.731,least concern,62.434,two toed,Hoffman’s two toed sloth,3.526,5.373
6.236,least concern,62.456,two toed,Hoffman’s two toed sloth,2.915,5.544
6.532,least concern,63.363,two toed,Hoffman’s two toed sloth,2.511,6.019
6.731,least concern,65.104,two toed,Hoffman’s two toed sloth,3.436,6.241
6.256,least concern,62.579,two toed,Hoffman’s two toed sloth,2.253,6.069
5.542,least concern,62.453,two toed,Hoffman’s two toed sloth,1.167,6.313
5.17,least concern,63.337,two toed,Hoffman’s two toed sloth,3.811,5.843
5.75,least concern,64.826,two toed,Hoffman’s two toed sloth,0.855,6.292
8.105,least concern,61.295,two toed,Hoffman’s two toed sloth,2.242,5.738
5.235,least concern,63.232,two toed,Hoffman’s two toed sloth,1.762,5.395
6.981,least concern,62.79,two toed,Hoffman’s two toed sloth,1.872,4.814
6.578,least concern,63.176,two toed,Hoffman’s two toed sloth,0.869,5.209
5.669,least concern,62.344,two toed,Hoffman’s two toed sloth,3.105,4.573
4.596,least concern,63.956,two toed,Hoffman’s two toed sloth,1.484,7.404
6.384,least concern,63.695,two toed,Hoffman’s two toed sloth,1.424,5.702
5.169,least concern,63.486,two toed,Hoffman’s two toed sloth,3.047,5.693
7.037,least concern,64.351,two toed,Hoffman’s two toed sloth,0.401,7.286
5.455,least concern,62.788,two toed,Hoffman’s two toed sloth,2.179,5.131
5.934,least concern,62.904,two toed,Hoffman’s two toed sloth,1.047,6.039
5.24,least concern,61.965,two toed,Hoffman’s two toed sloth,3.231,4.938
4.958,least concern,63.01,two toed,Hoffman’s two toed sloth,3.274,5.009
8.251,least concern,61.952,two toed,Hoffman’s two toed sloth,3.814,7.061
4.706,least concern,62.704,two toed,Hoffman’s two toed sloth,1.53,3.938
5.33,least concern,62.053,two toed,Hoffman’s two toed sloth,2.228,4.074
4.964,least concern,63.599,two toed,Hoffman’s two toed sloth,3.618,4.226
4.811,least concern,63.383,two toed,Hoffman’s two toed sloth,2.463,4.347
7.945,least concern,61.935,two toed,Hoffman’s two toed sloth,3.261,5.41
6.706,least concern,62.677,two toed,Hoffman’s two toed sloth,1.862,6.802
6.44,least concern,64.108,two toed,Hoffman’s two toed sloth,3.14,3.959
5.091,least concern,62.579,two toed,Hoffman’s two toed sloth,1.626,7.193
5.806,least concern,64.319,two toed,Hoffman’s two toed sloth,3.538,7.903
5.794,least concern,62.706,two toed,Hoffman’s two toed sloth,1.979,5.785
5.527,least concern,64.022,two toed,Hoffman’s two toed sloth,2.744,5.665
4.386,least concern,63.746,two toed,Hoffman’s two toed sloth,3.535,6.73
5.265,least concern,64.146,two toed,Hoffman’s two toed sloth,4.918,2.655
5.069,least concern,63.372,two toed,Hoffman’s two toed sloth,1.278,6.957
5.214,least concern,62.71,two toed,Hoffman’s two toed sloth,3.022,6.25
5.62,least concern,63.525,two toed,Hoffman’s two toed sloth,4.195,6.986
8.716,least concern,64.246,two toed,Hoffman’s two toed sloth,2.34,6.704
6.127,least concern,63.584,two toed,Hoffman’s two toed sloth,1.8,3.807
3.875,least concern,61.802,two toed,Hoffman’s two toed sloth,2.395,6.505
4.931,least concern,61.5,two toed,Hoffman’s two toed sloth,3.942,4.748
6.844,least concern,61.656,two toed,Hoffman’s two toed sloth,1.844,4.818
6.351,least concern,60.784,two toed,Hoffman’s two toed sloth,3.348,7.066
5.001,least concern,63.617,two toed,Hoffman’s two toed sloth,0.781,6.159
4.232,least concern,61.884,two toed,Hoffman’s two toed sloth,3.866,5.705
4.136,least concern,62.733,two toed,Hoffman’s two toed sloth,1.237,6.52
3.644,least concern,64.151,two toed,Hoffman’s two toed sloth,3.069,4.572
5.642,least concern,63.027,two toed,Hoffman’s two toed sloth,1.532,5.23
4.93,least concern,63.979,two toed,Hoffman’s two toed sloth,2.268,5.808
5.896,least concern,62.959,two toed,Hoffman’s two toed sloth,2.48,6.822
7.657,least concern,65.026,two toed,Hoffman’s two toed sloth,1.113,4.635
5.367,least concern,63.125,two toed,Hoffman’s two toed sloth,2.935,6.419
3.359,least concern,62.337,two toed,Hoffman’s two toed sloth,1.085,6.333
6.442,least concern,63.086,two toed,Hoffman’s two toed sloth,2.644,6.212
6.477,least concern,63.86,two toed,Hoffman’s two toed sloth,1.43,5.771
5.123,least concern,62.879,two toed,Hoffman’s two toed sloth,0.387,5.564
4.59,least concern,63.005,two toed,Hoffman’s two toed sloth,3.339,5.946
6.86,least concern,64.084,two toed,Hoffman’s two toed sloth,1.455,4.978
6.574,least concern,63.887,two toed,Hoffman’s two toed sloth,2.173,6.635
5.223,least concern,65.485,two toed,Hoffman’s two toed sloth,4.107,5.006
7.302,least concern,61.392,two toed,Hoffman’s two toed sloth,3.181,5.055
5.846,least concern,63.472,two toed,Hoffman’s two toed sloth,2.11,4.484
5.652,least concern,63.55,two toed,Hoffman’s two toed sloth,1.673,6.088
